card_id,name,supertype,subtype_primary,subtypes_all,type_primary,types_all,hp,evolves_from,rarity,artist,regulation_mark,national_pokedex_first,converted_retreat_cost,set_id,set_name,set_series,set_release_date,set_total,set_printed_total,tcgplayer_updated_at,price_usd,price_kind,cardmarket_avg_sell_eur,cardmarket_trend_eur,release_year
base5-62,Meowth,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Common,Atsuko Nishida,Unknown,52.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.97,0.61,2000
base5-63,Oddish,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Kagemaru Himeno,Unknown,43.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.57,0.67,2000
base5-64,Ponyta,Pokémon,Basic,Basic,Fire,Fire,50.0,,Common,Atsuko Nishida,Unknown,77.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.55,0.65,2000
base5-65,Psyduck,Pokémon,Basic,Basic,Water,Water,50.0,,Common,Mitsuhiro Arita,Unknown,54.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,3.06,1.85,2000
base5-66,Rattata,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Common,Atsuko Nishida,Unknown,19.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.64,0.77,2000
base5-67,Slowpoke,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Common,Sumiyoshi Kizuki,Unknown,79.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.09,0.98,2000
base5-68,Squirtle,Pokémon,Basic,Basic,Water,Water,50.0,,Common,Atsuko Nishida,Unknown,7.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,2.04,1.91,2000
base5-69,Voltorb,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Common,Ken Sugimori,Unknown,100.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.65,2.26,2000
base5-70,Zubat,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Mitsuhiro Arita,Unknown,41.0,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.69,0.77,2000
base5-71,Here Comes Team Rocket!,Trainer,Unknown,,Unknown,,,,Rare,Ken Sugimori,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,9.68,10.41,2000
base5-72,Rocket's Sneak Attack,Trainer,Unknown,,Unknown,,,,Rare,Ken Sugimori,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,9.91,10.36,2000
base5-73,The Boss's Way,Trainer,Unknown,,Unknown,,,,Uncommon,Ken Sugimori,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.62,1.17,2000
base5-74,Challenge!,Trainer,Unknown,,Unknown,,,,Uncommon,Kagemaru Himeno,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,2.02,1.37,2000
base5-75,Digger,Trainer,Rocket's Secret Machine,Rocket's Secret Machine,Unknown,,,,Uncommon,Sumiyoshi Kizuki,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.62,1.13,2000
base5-76,Imposter Oak's Revenge,Trainer,Unknown,,Unknown,,,,Uncommon,Ken Sugimori,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,3.04,2.99,2000
base5-77,Nightly Garbage Run,Trainer,Rocket's Secret Machine,Rocket's Secret Machine,Unknown,,,,Uncommon,Sumiyoshi Kizuki,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.49,1.1,2000
base5-78,Goop Gas Attack,Trainer,Unknown,,Unknown,,,,Common,Sumiyoshi Kizuki,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.53,0.55,2000
base5-79,Sleep!,Trainer,Rocket's Secret Machine,Rocket's Secret Machine,Unknown,,,,Common,Sumiyoshi Kizuki,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,0.63,0.72,2000
base5-80,Rainbow Energy,Energy,Special,Special,Unknown,,,,Rare,Takumi Akabane,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,7.77,9.77,2000
base5-81,Full Heal Energy,Energy,Special,Special,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.06,1.58,2000
base5-82,Potion Energy,Energy,Special,Special,Unknown,,,,Uncommon,Keiji Kinebuchi,Unknown,,,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,,,1.55,2.05,2000
base5-83,Dark Raichu,Pokémon,Stage 1,Stage 1,Lightning,Lightning,70.0,Pikachu,Rare Secret,Mitsuhiro Arita,Unknown,26.0,1.0,base5,Team Rocket,Base,2000-04-24,83,82,2026/03/26,189.93,1stEditionHolofoil,79.36,101.33,2000
gym1-1,Blaine's Moltres,Pokémon,Basic,Basic,Fire,Fire,90.0,,Rare Holo,Ken Sugimori,Unknown,146.0,3.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,200.0,1stEditionHolofoil,112.22,99.41,2000
gym1-2,Brock's Rhydon,Pokémon,Stage 1,Stage 1,Fighting,Fighting,80.0,Brock's Rhyhorn,Rare Holo,Ken Sugimori,Unknown,112.0,3.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,120.37,1stEditionHolofoil,17.18,36.34,2000
gym1-3,Erika's Clefable,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Erika's Clefairy,Rare Holo,Atsuko Nishida,Unknown,36.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,78.25,1stEditionHolofoil,28.26,46.46,2000
gym1-4,Erika's Dragonair,Pokémon,Stage 1,Stage 1,Colorless,Colorless,80.0,Erika's Dratini,Rare Holo,Atsuko Nishida,Unknown,148.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,200.91,1stEditionHolofoil,66.36,52.53,2000
gym1-5,Erika's Vileplume,Pokémon,Stage 2,Stage 2,Grass,Grass,80.0,Erika's Gloom,Rare Holo,Ken Sugimori,Unknown,45.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,79.75,1stEditionHolofoil,16.6,57.88,2000
gym1-6,Lt. Surge's Electabuzz,Pokémon,Basic,Basic,Lightning,Lightning,70.0,,Rare Holo,Ken Sugimori,Unknown,125.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,92.94,1stEditionHolofoil,35.22,37.95,2000
gym1-7,Lt. Surge's Fearow,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Lt. Surge's Spearow,Rare Holo,Ken Sugimori,Unknown,22.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,75.9,1stEditionHolofoil,30.07,27.44,2000
gym1-8,Lt. Surge's Magneton,Pokémon,Stage 1,Stage 1,Lightning,Lightning,70.0,Lt. Surge's Magnemite,Rare Holo,Ken Sugimori,Unknown,82.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,79.73,1stEditionHolofoil,20.54,22.66,2000
gym1-9,Misty's Seadra,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Misty's Horsea,Rare Holo,Atsuko Nishida,Unknown,117.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,119.34,1stEditionHolofoil,22.77,34.13,2000
gym1-10,Misty's Tentacruel,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Misty's Tentacool,Rare Holo,Ken Sugimori,Unknown,73.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,84.14,1stEditionHolofoil,23.06,99.94,2000
gym1-11,Rocket's Hitmonchan,Pokémon,Basic,Basic,Fighting,Fighting,60.0,,Rare Holo,Ken Sugimori,Unknown,107.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,127.96,1stEditionHolofoil,48.62,59.12,2000
gym1-12,Rocket's Moltres,Pokémon,Basic,Basic,Fire,Fire,60.0,,Rare Holo,Ken Sugimori,Unknown,146.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,143.33,1stEditionHolofoil,112.49,65.08,2000
gym1-13,Rocket's Scyther,Pokémon,Basic,Basic,Grass,Grass,60.0,,Rare Holo,Ken Sugimori,Unknown,123.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,238.32,1stEditionHolofoil,80.98,122.72,2000
gym1-14,Sabrina's Gengar,Pokémon,Stage 2,Stage 2,Psychic,Psychic,80.0,Sabrina's Haunter,Rare Holo,Ken Sugimori,Unknown,94.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,308.43,248.01,2000
gym1-15,Brock,Trainer,Unknown,,Unknown,,,,Rare Holo,Ken Sugimori,Unknown,,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,82.8,1stEditionHolofoil,33.1,39.51,2000
gym1-16,Erika,Trainer,Unknown,,Unknown,,,,Rare Holo,Ken Sugimori,Unknown,,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,92.37,1stEditionHolofoil,67.45,87.71,2000
gym1-17,Lt. Surge,Trainer,Unknown,,Unknown,,,,Rare Holo,Ken Sugimori,Unknown,,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,76.91,1stEditionHolofoil,36.65,31.6,2000
gym1-18,Misty,Trainer,Unknown,,Unknown,,,,Rare Holo,Ken Sugimori,Unknown,,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,168.46,1stEditionHolofoil,52.96,50.47,2000
gym1-19,The Rocket's Trap,Trainer,Unknown,,Unknown,,,,Rare Holo,Ken Sugimori,Unknown,,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,44.03,1stEditionHolofoil,24.8,69.9,2000
gym1-20,Brock's Golem,Pokémon,Stage 2,Stage 2,Fighting,Fighting,90.0,Brock's Graveler,Rare,Ken Sugimori,Unknown,76.0,4.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,14.19,12.57,2000
gym1-21,Brock's Onix,Pokémon,Basic,Basic,Fighting,Fighting,70.0,,Rare,Benimaru Itoh,Unknown,95.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,6.64,6.32,2000
gym1-22,Brock's Rhyhorn,Pokémon,Basic,Basic,Fighting,Fighting,60.0,,Rare,Ken Sugimori,Unknown,111.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,9.61,12.1,2000
gym1-23,Brock's Sandslash,Pokémon,Stage 1,Stage 1,Fighting,Fighting,60.0,Brock's Sandshrew,Rare,Ken Sugimori,Unknown,28.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,8.17,7.16,2000
gym1-24,Brock's Zubat,Pokémon,Basic,Basic,Grass,Grass,30.0,,Rare,Ken Sugimori,Unknown,41.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,7.78,6.64,2000
gym1-25,Erika's Clefairy,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Rare,Ken Sugimori,Unknown,35.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,8.51,9.44,2000
gym1-26,Erika's Victreebel,Pokémon,Stage 2,Stage 2,Grass,Grass,80.0,Erika's Weepinbell,Rare,Ken Sugimori,Unknown,71.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,11.6,10.87,2000
gym1-27,Lt. Surge's Electabuzz,Pokémon,Basic,Basic,Lightning,Lightning,60.0,,Rare,Ken Sugimori,Unknown,125.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,8.18,6.17,2000
gym1-28,Lt. Surge's Raichu,Pokémon,Stage 1,Stage 1,Lightning,Lightning,70.0,Lt. Surge's Pikachu,Rare,Ken Sugimori,Unknown,26.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,25.2,21.36,2000
gym1-29,Misty's Cloyster,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Misty's Shellder,Rare,Ken Sugimori,Unknown,91.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,11.73,11.42,2000
gym1-30,Misty's Goldeen,Pokémon,Basic,Basic,Water,Water,30.0,,Rare,Ken Sugimori,Unknown,118.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,6.03,5.84,2000
gym1-31,Misty's Poliwrath,Pokémon,Stage 2,Stage 2,Water,Water,90.0,Misty's Poliwhirl,Rare,Ken Sugimori,Unknown,62.0,3.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,11.8,10.69,2000
gym1-32,Misty's Tentacool,Pokémon,Basic,Basic,Water,Water,40.0,,Rare,Ken Sugimori,Unknown,72.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,8.48,8.83,2000
gym1-33,Rocket's Snorlax,Pokémon,Basic,Basic,Colorless,Colorless,90.0,,Rare,Shin-ichi Yoshida,Unknown,143.0,4.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,39.96,47.83,2000
gym1-34,Sabrina's Venomoth,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Sabrina's Venonat,Rare,Ken Sugimori,Unknown,49.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,5.69,5.96,2000
gym1-35,Blaine's Growlithe,Pokémon,Basic,Basic,Fire,Fire,50.0,,Uncommon,Ken Sugimori,Unknown,58.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,4.6,4.39,2000
gym1-36,Blaine's Kangaskhan,Pokémon,Basic,Basic,Colorless,Colorless,80.0,,Uncommon,Ken Sugimori,Unknown,115.0,3.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,3.7,3.56,2000
gym1-37,Blaine's Magmar,Pokémon,Basic,Basic,Fire,Fire,60.0,,Uncommon,Ken Sugimori,Unknown,126.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,4.59,4.89,2000
gym1-38,Brock's Geodude,Pokémon,Basic,Basic,Fighting,Fighting,50.0,,Uncommon,Atsuko Nishida,Unknown,74.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.88,1.95,2000
gym1-39,Brock's Golbat,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Brock's Zubat,Uncommon,Ken Sugimori,Unknown,42.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.94,2.21,2000
gym1-40,Brock's Graveler,Pokémon,Stage 1,Stage 1,Fighting,Fighting,70.0,Brock's Geodude,Uncommon,Ken Sugimori,Unknown,75.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.38,1.46,2000
gym1-41,Brock's Lickitung,Pokémon,Basic,Basic,Colorless,Colorless,80.0,,Uncommon,Ken Sugimori,Unknown,108.0,3.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.01,2.34,2000
gym1-42,Erika's Dratini,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Uncommon,Ken Sugimori,Unknown,147.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,3.62,3.6,2000
gym1-43,Erika's Exeggcute,Pokémon,Basic,Basic,Grass,Grass,50.0,,Uncommon,Atsuko Nishida,Unknown,102.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.75,2.15,2000
gym1-44,Erika's Exeggutor,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Erika's Exeggcute,Uncommon,Ken Sugimori,Unknown,103.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.48,2.5,2000
gym1-45,Erika's Gloom,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Erika's Oddish,Uncommon,Ken Sugimori,Unknown,44.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.92,2.27,2000
gym1-46,Erika's Gloom,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Erika's Oddish,Uncommon,Ken Sugimori,Unknown,44.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.29,2.61,2000
gym1-47,Erika's Oddish,Pokémon,Basic,Basic,Grass,Grass,40.0,,Uncommon,Atsuko Nishida,Unknown,43.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,3.4,3.68,2000
gym1-48,Erika's Weepinbell,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Erika's Bellsprout,Uncommon,Atsuko Nishida,Unknown,70.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,5.92,6.58,2000
gym1-49,Erika's Weepinbell,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Erika's Bellsprout,Uncommon,Ken Sugimori,Unknown,70.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.73,1.78,2000
gym1-50,Lt. Surge's Magnemite,Pokémon,Basic,Basic,Lightning,Lightning,30.0,,Uncommon,Atsuko Nishida,Unknown,81.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.67,2.81,2000
gym1-51,Lt. Surge's Raticate,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Lt. Surge's Rattata,Uncommon,Ken Sugimori,Unknown,20.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.39,1.66,2000
gym1-52,Lt. Surge's Spearow,Pokémon,Basic,Basic,Colorless,Colorless,30.0,,Uncommon,Ken Sugimori,Unknown,21.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.94,1.02,2000
gym1-53,Misty's Poliwhirl,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Misty's Poliwag,Uncommon,Ken Sugimori,Unknown,61.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.19,1.99,2000
gym1-54,Misty's Psyduck,Pokémon,Basic,Basic,Water,Water,50.0,,Uncommon,Atsuko Nishida,Unknown,54.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,6.12,8.64,2000
gym1-55,Misty's Seaking,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Misty's Goldeen,Uncommon,Ken Sugimori,Unknown,119.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.32,2.34,2000
gym1-56,Misty's Starmie,Pokémon,Stage 1,Stage 1,Water,Water,80.0,Misty's Staryu,Uncommon,Ken Sugimori,Unknown,121.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.37,4.14,2000
gym1-57,Misty's Tentacool,Pokémon,Basic,Basic,Water,Water,50.0,,Uncommon,Ken Sugimori,Unknown,72.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.58,0.88,2000
gym1-58,Sabrina's Haunter,Pokémon,Stage 1,Stage 1,Psychic,Psychic,50.0,Sabrina's Gastly,Uncommon,Atsuko Nishida,Unknown,93.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,6.25,3.36,2000
gym1-59,Sabrina's Jynx,Pokémon,Basic,Basic,Psychic,Psychic,60.0,,Uncommon,Ken Sugimori,Unknown,124.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,3.04,3.3,2000
gym1-60,Sabrina's Slowbro,Pokémon,Stage 1,Stage 1,Psychic,Psychic,70.0,Sabrina's Slowpoke,Uncommon,Ken Sugimori,Unknown,80.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,3.45,3.39,2000
gym1-61,Blaine's Charmander,Pokémon,Basic,Basic,Fire,Fire,50.0,,Common,Ken Sugimori,Unknown,4.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,3.17,4.47,2000
gym1-62,Blaine's Growlithe,Pokémon,Basic,Basic,Fire,Fire,50.0,,Common,Atsuko Nishida,Unknown,58.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.93,1.75,2000
gym1-63,Blaine's Ponyta,Pokémon,Basic,Basic,Fire,Fire,40.0,,Common,Ken Sugimori,Unknown,77.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.35,1.56,2000
gym1-64,Blaine's Tauros,Pokémon,Basic,Basic,Colorless,Colorless,70.0,,Common,Ken Sugimori,Unknown,128.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.09,1.35,2000
gym1-65,Blaine's Vulpix,Pokémon,Basic,Basic,Fire,Fire,40.0,,Common,Ken Sugimori,Unknown,37.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.0,1.98,2000
gym1-66,Brock's Geodude,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Ken Sugimori,Unknown,74.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.87,1.63,2000
gym1-67,Brock's Mankey,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Atsuko Nishida,Unknown,56.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.87,1.02,2000
gym1-68,Brock's Mankey,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Ken Sugimori,Unknown,56.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.28,1.42,2000
gym1-69,Brock's Onix,Pokémon,Basic,Basic,Fighting,Fighting,100.0,,Common,Ken Sugimori,Unknown,95.0,3.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.19,1.76,2000
gym1-70,Brock's Rhyhorn,Pokémon,Basic,Basic,Fighting,Fighting,70.0,,Common,Ken Sugimori,Unknown,111.0,3.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.84,0.99,2000
gym1-71,Brock's Sandshrew,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Ken Sugimori,Unknown,27.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.94,0.73,2000
gym1-72,Brock's Sandshrew,Pokémon,Basic,Basic,Fighting,Fighting,50.0,,Common,Ken Sugimori,Unknown,27.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,2.02,2.79,2000
gym1-73,Brock's Vulpix,Pokémon,Basic,Basic,Fire,Fire,40.0,,Common,Ken Sugimori,Unknown,37.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.41,1.85,2000
gym1-74,Brock's Zubat,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Atsuko Nishida,Unknown,41.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.2,1.16,2000
gym1-75,Erika's Bellsprout,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Atsuko Nishida,Unknown,69.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.31,1.58,2000
gym1-76,Erika's Bellsprout,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Ken Sugimori,Unknown,69.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.57,0.39,2000
gym1-77,Erika's Exeggcute,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Ken Sugimori,Unknown,102.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.77,1.37,2000
gym1-78,Erika's Oddish,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Ken Sugimori,Unknown,43.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.71,0.63,2000
gym1-79,Erika's Tangela,Pokémon,Basic,Basic,Grass,Grass,60.0,,Common,Ken Sugimori,Unknown,114.0,2.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.82,0.55,2000
gym1-80,Lt. Surge's Magnemite,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Common,Ken Sugimori,Unknown,81.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.65,0.89,2000
gym1-81,Lt. Surge's Pikachu,Pokémon,Basic,Basic,Lightning,Lightning,50.0,,Common,Ken Sugimori,Unknown,25.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,6.49,7.5,2000
gym1-82,Lt. Surge's Rattata,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Common,Ken Sugimori,Unknown,19.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.6,0.45,2000
gym1-83,Lt. Surge's Spearow,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Common,Atsuko Nishida,Unknown,21.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.78,0.51,2000
gym1-84,Lt. Surge's Voltorb,Pokémon,Basic,Basic,Lightning,Lightning,40.0,,Common,Ken Sugimori,Unknown,100.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.83,0.64,2000
gym1-85,Misty's Goldeen,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Atsuko Nishida,Unknown,118.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.89,0.81,2000
gym1-86,Misty's Horsea,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Ken Sugimori,Unknown,116.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.81,0.78,2000
gym1-87,Misty's Poliwag,Pokémon,Basic,Basic,Water,Water,50.0,,Common,Ken Sugimori,Unknown,60.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.65,0.49,2000
gym1-88,Misty's Seel,Pokémon,Basic,Basic,Water,Water,60.0,,Common,Atsuko Nishida,Unknown,86.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.06,1.38,2000
gym1-89,Misty's Shellder,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Ken Sugimori,Unknown,90.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.8,1.02,2000
gym1-90,Misty's Staryu,Pokémon,Basic,Basic,Water,Water,50.0,,Common,Ken Sugimori,Unknown,120.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,0.82,0.69,2000
gym1-91,Sabrina's Abra,Pokémon,Basic,Basic,Psychic,Psychic,40.0,,Common,Ken Sugimori,Unknown,63.0,,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.68,1.43,2000
gym1-92,Sabrina's Drowzee,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Common,Atsuko Nishida,Unknown,96.0,1.0,gym1,Gym Heroes,Gym,2000-08-14,132,132,2026/03/26,,,1.1,1.07,2000
